unique,head2,head2ID,course_rating,new_sub_streams,new_sub_streamsID,degree_type,stream_rating,levelID,country_id,country
1523931912,Computing for Business,4999,671,Business,319,Bachelor,1,1,2,United Kingdom
1589031912,Computing for Business (with Foundation Year),5000,672,Business,319,Bachelor,1,1,2,United Kingdom
1414831912,Computing for Business and Management,5001,673,Business,319,Bachelor,1,1,2,United Kingdom
990520212,Computing for Games,5002,54,Games Development,202,Bachelor,97,1,2,United Kingdom
1632733912,Computing for Robotic Systems,5003,395,Computer Science,339,Bachelor,2,1,2,United Kingdom
1545433922,Computing for the Financial Services,5004,396,Computer Science,339,Master,2,2,2,United Kingdom
1410433912,Computing for Web and Mobile,5005,397,Computer Science,339,Bachelor,2,1,2,United Kingdom
1513231912,Computing in Business,5006,674,Business,319,Bachelor,1,1,2,United Kingdom
416033911,Computing Major (Computer Science Concentration),5007,398,Computer Science,339,Bachelor,2,1,1,USA
1374933912,Computing Science and Physics,5008,399,Computer Science,339,Bachelor,2,1,2,United Kingdom
10247322214,Computing Science Data Analytics,5009,38,Data Science and Analytics,322,Master,1,2,14,Canada
10247322114,Computing Science Data Analytics,5009,38,Data Science and Analytics,322,Bachelor,1,1,14,Canada
1024732212,Computing Science Data Analytics,5009,38,Data Science and Analytics,322,Bachelor,1,1,2,United Kingdom
1024732222,Computing Science Data Analytics,5009,38,Data Science and Analytics,322,Master,1,2,2,United Kingdom
10263339114,Computing Science Software Engineering,5010,128,Computer Science,339,Bachelor,2,1,14,Canada
1375033922,Computing Science with Industrial Placement,5011,400,Computer Science,339,Master,2,2,2,United Kingdom
720633921,Computing Security,5012,401,Computer Science,339,Master,2,2,1,USA
720633911,Computing Security,5012,401,Computer Science,339,Bachelor,2,1,1,USA
329833911,Computing Technologies,5013,23,Computer Science,339,Bachelor,2,1,1,USA
329833912,Computing Technologies,5013,23,Computer Science,339,Bachelor,2,1,2,United Kingdom
329833923,Computing Technologies,5013,23,Computer Science,339,Master,2,2,3,Australia
947933922,Computing via Study Centres,5014,402,Computer Science,339,Master,2,2,2,United Kingdom
948033912,Computing Web and Mobile Development,5015,403,Computer Science,339,Bachelor,2,1,2,United Kingdom
991531912,Computing with Business Management,5016,675,Business,319,Bachelor,1,1,2,United Kingdom
1417614422,Computing with Digital Media,5017,47,Media Studies,144,Master,113,2,2,United Kingdom
1417614412,Computing with Digital Media,5017,47,Media Studies,144,Bachelor,113,1,2,United Kingdom
1636433912,Computing with Foundation Year,5018,487,Computer Science,339,Bachelor,2,1,2,United Kingdom
1730233911,"Computing, Computer Science Emphasis",5019,404,Computer Science,339,Bachelor,2,1,1,USA
608333921,"Computing, Entrepreneurship and Innovation",5020,488,Computer Science,339,Master,2,2,1,USA
1611931932,"Computing, IT and Business",5021,676,Business,319,Certificate/Diploma,1,3,2,United Kingdom
1611931912,"Computing, IT and Business",5021,676,Business,319,Bachelor,1,1,2,United Kingdom
1612333932,"Computing, IT and Design",5022,405,Computer Science,339,Certificate/Diploma,2,3,2,United Kingdom
1612333912,"Computing, IT and Design",5022,405,Computer Science,339,Bachelor,2,1,2,United Kingdom
1613333512,"Computing, IT and Psychology",5023,60,Psychology,335,Bachelor,68,1,2,United Kingdom
1612433932,"Computing, IT and Statistics",5024,406,Computer Science,339,Certificate/Diploma,2,3,2,United Kingdom
1730333911,"Computing, Software Systems Emphasis",5025,407,Computer Science,339,Bachelor,2,1,1,USA
405324911,Concentration in American Politics,5026,141,Social Studies,249,Bachelor,64,1,1,USA
766510911,Concentration in Art History,5027,22,History,109,Bachelor,58,1,1,USA
766510921,Concentration in Art History,5027,22,History,109,Master,58,2,1,USA
313522411,Concentration in Ceramics,5028,43,Fine Arts,224,Bachelor,119,1,1,USA
315114411,Concentration in Creative Photography and Experimental Media,5029,219,Media Studies,144,Bachelor,113,1,1,USA
315114421,Concentration in Creative Photography and Experimental Media,5029,219,Media Studies,144,Master,113,2,1,USA
313622411,Concentration in Drawing and Painting,5030,44,Fine Arts,224,Bachelor,119,1,1,USA
402231121,Concentration in Environmental Engineering,5031,135,Environmental Studies,311,Master,40,2,1,USA
312930921,Concentration in Exhibition Design,5032,55,Design,309,Master,94,2,1,USA
313030911,Concentration in Graphic and Interactive Design,5033,56,Design,309,Bachelor,94,1,1,USA
313030921,Concentration in Graphic and Interactive Design,5033,56,Design,309,Master,94,2,1,USA
313722411,Concentration in Illustration,5034,45,Fine Arts,224,Bachelor,119,1,1,USA
313822411,Concentration in Jewelry and Metalsmithing,5035,46,Fine Arts,224,Bachelor,119,1,1,USA
60926121,Concentration in Mental Health and Substance Abuse Counseling,5036,35,Counselling,61,Master,83,2,1,USA
457622411,"Concentration in Painting, Drawing, and Printmaking",5037,47,Fine Arts,224,Bachelor,119,1,1,USA
769822411,Concentration in Pictorial Art,5038,48,Fine Arts,224,Bachelor,119,1,1,USA
313922411,Concentration in Sculpture,5039,49,Fine Arts,224,Bachelor,119,1,1,USA
313922421,Concentration in Sculpture,5039,49,Fine Arts,224,Master,119,2,1,USA
766322411,Concentration in Studio Art,5040,50,Fine Arts,224,Bachelor,119,1,1,USA
997931921,Concentrations,5041,677,Business,319,Master,1,2,1,USA
771014421,"Concentrations in Digital Media Photography, Pictorial Art and Spatial Art",5042,220,Media Studies,144,Master,113,2,1,USA
1609822412,Concept Art,5043,51,Fine Arts,224,Bachelor,119,1,2,United Kingdom
913215225,Concert Singing,5044,6,Music,152,Master,28,2,5,Germany
588534111,Concrete Industry Management,5045,104,Management,341,Bachelor,5,1,1,USA
10385324114,Concurrent Education,5046,303,Education,324,Bachelor,55,1,14,Canada
1458924552,Condensed Matter and Photonics,5047,39,Philosophy,245,Doctorate,97,5,2,United Kingdom
1694915251,Conducting,5048,64,Music,152,Doctorate,28,5,1,USA
1816115221,Conducting Choral or Wind,5049,65,Music,152,Master,28,2,1,USA
923232412,Conductive Education,5050,14,Education,324,Bachelor,55,1,2,United Kingdom
153071342,Conference Interpreting - Bidirectional,5051,47,Journalism,13,Graduate Certificate/Graduate Diploma,60,4,2,United Kingdom
748624911,Conflict Analysis and Dispute Resolution,5052,142,Social Studies,249,Bachelor,64,1,1,USA
10474350214,Conflict Analysis and Management,5053,128,Business Management,350,Master,7,2,14,Canada
1800614421,Conflict and Mediation,5054,221,Media Studies,144,Master,113,2,1,USA
427231921,Conflict Management,5055,678,Business,319,Master,1,2,1,USA
427234121,Conflict Management,5055,399,Management,341,Master,5,2,1,USA
1206134123,Conflict Management and Resolution,5056,105,Management,341,Master,5,2,3,Australia
295933721,Conflict Resolution,5057,432,Sciences,337,Master,33,2,1,USA
295933722,Conflict Resolution,5057,432,Sciences,337,Master,33,2,2,United Kingdom
295924911,Conflict Resolution,5057,288,Social Studies,249,Bachelor,64,1,1,USA
10520249114,Conflict Resolution Studies,5058,143,Social Studies,249,Bachelor,64,1,14,Canada
1048633722,Conflict Studies,5059,168,Sciences,337,Master,33,2,2,United Kingdom
10486249114,Conflict Studies,5059,289,Social Studies,249,Bachelor,64,1,14,Canada
10486245514,Conflict Studies,5059,153,Philosophy,245,Doctorate,97,5,14,Canada
10488249114,Conflict Studies (Major),5060,144,Social Studies,249,Bachelor,64,1,14,Canada
129416747,Conscious Sedation in Dentistry,5061,30,Dentistry,67,Graduate Certificate/Graduate Diploma,42,4,7,Ireland
129416742,Conscious Sedation in Dentistry,5061,30,Dentistry,67,Graduate Certificate/Graduate Diploma,42,4,2,United Kingdom
646424911,Consciousness Studies,5062,145,Social Studies,249,Bachelor,64,1,1,USA
10386324114,Consecutive Education,5063,304,Education,324,Bachelor,55,1,14,Canada
1275831116,Conservation,5064,136,Environmental Studies,311,Bachelor,40,1,6,Hong Kong
1275831152,Conservation,5064,136,Environmental Studies,311,Doctorate,40,5,2,United Kingdom
553731111,Conservation and Environmental Science,5065,33,Environmental Studies,311,Bachelor,40,1,1,USA
473931711,Conservation and Field Biology,5066,257,Biology,317,Bachelor,71,1,1,USA
968734133,Conservation and Land Management,5067,106,Management,341,Certificate/Diploma,5,3,3,Australia
968734122,Conservation and Land Management,5067,106,Management,341,Master,5,2,2,United Kingdom
47606911,Conservation and Restoration Ecology,5068,12,Ecology,69,Bachelor,121,1,1,USA
476069314,Conservation and Restoration Ecology,5068,12,Ecology,69,Certificate/Diploma,121,3,14,Canada
1435431122,Conservation and Rural Development,5069,137,Environmental Studies,311,Master,40,2,2,United Kingdom
1440933622,Conservation and Tourism,5070,49,Tourism and Hospitality,336,Master,32,2,2,United Kingdom
345333712,Conservation Biology,5071,433,Sciences,337,Bachelor,33,1,2,United Kingdom
345331711,Conservation Biology,5071,117,Biology,317,Bachelor,71,1,1,USA
345331751,Conservation Biology,5071,117,Biology,317,Doctorate,71,5,1,USA
345331712,Conservation Biology,5071,117,Biology,317,Bachelor,71,1,2,United Kingdom
45506911,Conservation Ecology,5072,11,Ecology,69,Bachelor,121,1,1,USA
861731111,Conservation Enforcement,5073,138,Environmental Studies,311,Bachelor,40,1,1,USA
506831311,Conservation Law Enforcement,5074,64,Law,313,Bachelor,27,1,1,USA
456634111,Conservation Management,5075,107,Management,341,Bachelor,5,1,1,USA
1541910912,Conservation of Cultural Heritag,5076,108,History,109,Bachelor,58,1,2,United Kingdom
602733715,Conservation Science,5077,67,Sciences,337,Bachelor,33,1,5,Germany
602733725,Conservation Science,5077,67,Sciences,337,Master,33,2,5,Germany
602733723,Conservation Science,5077,67,Sciences,337,Master,33,2,3,Australia
602733712,Conservation Science,5077,67,Sciences,337,Bachelor,33,1,2,United Kingdom
602733722,Conservation Science,5077,67,Sciences,337,Master,33,2,2,United Kingdom
602733711,Conservation Science,5077,67,Sciences,337,Bachelor,33,1,1,USA
602731111,Conservation Science,5077,34,Environmental Studies,311,Bachelor,40,1,1,USA
6027311114,Conservation Science,5077,34,Environmental Studies,311,Bachelor,40,1,14,Canada
6027311210,Conservation Science,5077,34,Environmental Studies,311,Master,40,2,10,New Zealand
690031111,Conservation Studies,5078,35,Environmental Studies,311,Bachelor,40,1,1,USA
690031152,Conservation Studies,5078,35,Environmental Studies,311,Doctorate,40,5,2,United Kingdom
536931121,Conservation Technology,5079,139,Environmental Studies,311,Master,40,2,1,USA
924331152,Conservatoire Research Degrees,5080,140,Environmental Studies,311,Doctorate,40,5,2,United Kingdom
775431311,Constitutional Law,5081,65,Law,313,Bachelor,27,1,1,USA
7754313212,Constitutional Law,5081,65,Law,313,Master,27,2,12,Sweden
1548216622,Constitutional Politics,5082,15,Political Science,166,Master,65,2,2,United Kingdom
1428331921,Construction and Civil Engineering Management,5083,1300,Business,319,Master,1,2,1,USA
1428326822,Construction and Civil Engineering Management,5083,999,Construction Management,268,Master,118,2,2,United Kingdom
1202428713,Construction - Construction Management,5084,54,Construction Engineering,287,Bachelor,74,1,3,Australia
1787028721,Construction & Facilities Management,5085,55,Construction Engineering,287,Master,74,2,1,USA
10103287314,Construction and Drafting Technician,5086,56,Construction Engineering,287,Certificate/Diploma,74,3,14,Canada
694228711,"Construction and Facilities Management, Construction Management",5087,33,Construction Engineering,287,Bachelor,74,1,1,USA
1171431922,Construction and Infrastructure Management,5088,679,Business,319,Master,1,2,2,United Kingdom
1171428723,Construction and Infrastructure Management,5088,97,Construction Engineering,287,Master,74,2,3,Australia
1392028722,Construction and Project Management,5089,57,Construction Engineering,287,Master,74,2,2,United Kingdom
1392028712,Construction and Project Management,5089,57,Construction Engineering,287,Bachelor,74,1,2,United Kingdom
1272228726,Construction and Real Estate,5090,12,Construction Engineering,287,Master,74,2,6,Hong Kong
1207828725,Construction and Robotics,5091,58,Construction Engineering,287,Master,74,2,5,Germany
958628712,Construction and The Built Environment,5092,13,Construction Engineering,287,Bachelor,74,1,2,United Kingdom
541728711,Construction and Trades Management,5093,59,Construction Engineering,287,Bachelor,74,1,1,USA
1595128722,Construction Commercial Management,5094,60,Construction Engineering,287,Master,74,2,2,United Kingdom
1306728728,Construction Contract Management,5095,61,Construction Engineering,287,Master,74,2,8,Malaysia
127728711,Construction Engineering,5096,1,Construction Engineering,287,Bachelor,74,1,1,USA
127728721,Construction Engineering,5096,1,Construction Engineering,287,Master,74,2,1,USA
127728712,Construction Engineering,5096,1,Construction Engineering,287,Bachelor,74,1,2,United Kingdom
1277287114,Construction Engineering,5096,1,Construction Engineering,287,Bachelor,74,1,14,Canada
1277287214,Construction Engineering,5096,1,Construction Engineering,287,Master,74,2,14,Canada
127728723,Construction Engineering,5096,1,Construction Engineering,287,Master,74,2,3,Australia
127728713,Construction Engineering,5096,1,Construction Engineering,287,Bachelor,74,1,3,Australia
127728718,Construction Engineering,5096,1,Construction Engineering,287,Bachelor,74,1,8,Malaysia
127728728,Construction Engineering,5096,1,Construction Engineering,287,Master,74,2,8,Malaysia
1277287110,Construction Engineering,5096,1,Construction Engineering,287,Bachelor,74,1,10,New Zealand
1277287210,Construction Engineering,5096,1,Construction Engineering,287,Master,74,2,10,New Zealand
156728711,Construction Engineering and Management,5097,34,Construction Engineering,287,Bachelor,74,1,1,USA
156728721,Construction Engineering and Management,5097,34,Construction Engineering,287,Master,74,2,1,USA
1567287214,Construction Engineering and Management,5097,34,Construction Engineering,287,Master,74,2,14,Canada
156728712,Construction Engineering and Management,5097,34,Construction Engineering,287,Bachelor,74,1,2,United Kingdom
156728722,Construction Engineering and Management,5097,34,Construction Engineering,287,Master,74,2,2,United Kingdom
156726821,Construction Engineering and Management,5097,99,Construction Management,268,Master,118,2,1,USA
10154287314,Construction Engineering Technician,5098,35,Construction Engineering,287,Certificate/Diploma,74,3,14,Canada
199628711,Construction Engineering Technology,5099,36,Construction Engineering,287,Bachelor,74,1,1,USA
1996287314,Construction Engineering Technology,5099,36,Construction Engineering,287,Certificate/Diploma,74,3,14,Canada
986828715,Construction in Existing Contexts,5100,62,Construction Engineering,287,Bachelor,74,1,5,Germany
1172528723,Construction Law,5101,2,Construction Engineering,287,Master,74,2,3,Australia
1172528725,Construction Law,5101,2,Construction Engineering,287,Master,74,2,5,Germany
1172528747,Construction Law,5101,2,Construction Engineering,287,Graduate Certificate/Graduate Diploma,74,4,7,Ireland
1172528722,Construction Law,5101,2,Construction Engineering,287,Master,74,2,2,United Kingdom
162231011,Construction Management,5102,53,Engineering,310,Bachelor,11,1,1,USA
162231021,Construction Management,5102,53,Engineering,310,Master,11,2,1,USA
162228721,Construction Management,5102,3,Construction Engineering,287,Master,74,2,1,USA
162228711,Construction Management,5102,3,Construction Engineering,287,Bachelor,74,1,1,USA
1622287314,Construction Management,5102,3,Construction Engineering,287,Certificate/Diploma,74,3,14,Canada
162228723,Construction Management,5102,3,Construction Engineering,287,Master,74,2,3,Australia
162228713,Construction Management,5102,3,Construction Engineering,287,Bachelor,74,1,3,Australia
162228717,Construction Management,5102,3,Construction Engineering,287,Bachelor,74,1,7,Ireland
162228729,Construction Management,5102,3,Construction Engineering,287,Master,74,2,9,Netherlands
162228712,Construction Management,5102,3,Construction Engineering,287,Bachelor,74,1,2,United Kingdom
162228722,Construction Management,5102,3,Construction Engineering,287,Master,74,2,2,United Kingdom
162226811,Construction Management,5102,3,Construction Management,268,Bachelor,118,1,1,USA
162226821,Construction Management,5102,3,Construction Management,268,Master,118,2,1,USA
162226851,Construction Management,5102,3,Construction Management,268,Doctorate,118,5,1,USA
162226812,Construction Management,5102,3,Construction Management,268,Bachelor,118,1,2,United Kingdom
162226822,Construction Management,5102,3,Construction Management,268,Master,118,2,2,United Kingdom
162226833,Construction Management,5102,3,Construction Management,268,Certificate/Diploma,118,3,3,Australia
1622268114,Construction Management,5102,3,Construction Management,268,Bachelor,118,1,14,Canada
162226823,Construction Management,5102,3,Construction Management,268,Master,118,2,3,Australia
162226813,Construction Management,5102,3,Construction Management,268,Bachelor,118,1,3,Australia
162226843,Construction Management,5102,3,Construction Management,268,Graduate Certificate/Graduate Diploma,118,4,3,Australia
162226818,Construction Management,5102,3,Construction Management,268,Bachelor,118,1,8,Malaysia
1622268210,Construction Management,5102,3,Construction Management,268,Master,118,2,10,New Zealand
1638833712,Construction Management and the Environment,5103,22,Sciences,337,Bachelor,33,1,2,United Kingdom
1158428723,Construction Practice,5104,37,Construction Engineering,287,Master,74,2,3,Australia
1158428743,Construction Practice,5104,37,Construction Engineering,287,Graduate Certificate/Graduate Diploma,74,4,3,Australia
1467728722,Construction Project and Cost Management,5105,63,Construction Engineering,287,Master,74,2,2,United Kingdom
210033722,Construction Project Management,5106,434,Sciences,337,Master,33,2,2,United Kingdom
210028711,Construction Project Management,5106,4,Construction Engineering,287,Bachelor,74,1,1,USA
210028721,Construction Project Management,5106,4,Construction Engineering,287,Master,74,2,1,USA
210028722,Construction Project Management,5106,4,Construction Engineering,287,Master,74,2,2,United Kingdom
210028715,Construction Project Management,5106,4,Construction Engineering,287,Bachelor,74,1,5,Germany
2100287114,Construction Project Management,5106,4,Construction Engineering,287,Bachelor,74,1,14,Canada
210028713,Construction Project Management,5106,4,Construction Engineering,287,Bachelor,74,1,3,Australia
210028726,Construction Project Management,5106,4,Construction Engineering,287,Master,74,2,6,Hong Kong
210028712,Construction Project Management,5106,4,Construction Engineering,287,Bachelor,74,1,2,United Kingdom
210026822,Construction Project Management,5106,100,Construction Management,268,Master,118,2,2,United Kingdom
210026827,Construction Project Management,5106,100,Construction Management,268,Master,118,2,7,Ireland
2100268213,Construction Project Management,5106,100,Construction Management,268,Master,118,2,13,United Arab Emirates
523228711,Construction Science,5107,38,Construction Engineering,287,Bachelor,74,1,1,USA
523228722,Construction Science,5107,38,Construction Engineering,287,Master,74,2,2,United Kingdom
1680828711,Construction Supervision,5108,64,Construction Engineering,287,Bachelor,74,1,1,USA
101728711,Construction Systems Management,5109,65,Construction Engineering,287,Bachelor,74,1,1,USA
357828711,Construction Technology,5110,5,Construction Engineering,287,Bachelor,74,1,1,USA
357828725,Construction Technology,5110,5,Construction Engineering,287,Master,74,2,5,Germany
357828713,Construction Technology,5110,5,Construction Engineering,287,Bachelor,74,1,3,Australia
751731211,Consumer and Community Studies,5111,101,Humanities,312,Bachelor,18,1,1,USA
751733711,Consumer and Community Studies,5111,435,Sciences,337,Bachelor,33,1,1,USA
1399613612,Consumer Behaviour and Marketing,5112,44,Marketing,136,Bachelor,80,1,2,United Kingdom
1703832311,Consumer Economics,5113,80,Economics,323,Bachelor,54,1,1,USA
587632411,Consumer Education (Family and Consumer Studies),5114,305,Education,324,Bachelor,55,1,1,USA
170449511,Consumer Foods,5115,45,Food Science,95,Bachelor,1,1,1,USA
170501311,Consumer Journalism,5116,10,Journalism,13,Bachelor,60,1,1,USA
1396534112,Consumer Management and Food Innovation,5117,108,Management,341,Bachelor,5,1,2,United Kingdom
179825611,"Consumer Research, Analytics, and Communication",5118,300,Communication Studies,56,Bachelor,7,1,1,USA
113933711,Consumer Science,5119,14,Sciences,337,Bachelor,33,1,1,USA
113933721,Consumer Science,5119,14,Sciences,337,Master,33,2,1,USA
113933722,Consumer Science,5119,14,Sciences,337,Master,33,2,2,United Kingdom
113924911,Consumer Science,5119,290,Social Studies,249,Bachelor,64,1,1,USA
114624951,Consumer Studies,5120,56,Social Studies,249,Doctorate,64,5,1,USA
114624911,Consumer Studies,5120,56,Social Studies,249,Bachelor,64,1,1,USA
341124911,"Consumer, Apparel, and Retail Studies",5121,146,Social Studies,249,Bachelor,64,1,1,USA
1751333511,Contemplative Psychology,5122,61,Psychology,335,Bachelor,68,1,1,USA
1372022412,"Contemporary Art Practice - Moving Image, Photography, Printmaking, Sculpture",5123,52,Fine Arts,224,Bachelor,119,1,2,United Kingdom
336433711,Contemporary Critical Theory,5124,169,Sciences,337,Bachelor,33,1,1,USA
1718632421,Contemporary Educational Leadership,5125,306,Education,324,Master,55,2,1,USA
1279829016,Contemporary English Studies,5126,51,English,290,Bachelor,122,1,6,Hong Kong
1538810912,Contemporary History,5127,23,History,109,Bachelor,58,1,2,United Kingdom
1749615211,Contemporary Improvisation,5128,66,Music,152,Bachelor,28,1,1,USA
82911311,Contemporary Journalism,5129,48,Journalism,13,Bachelor,60,1,1,USA
1439213312,Contemporary Literature,5130,47,Literature,133,Bachelor,99,1,2,United Kingdom
193814411,Contemporary Media Studies,5131,48,Media Studies,144,Bachelor,113,1,1,USA
193814412,Contemporary Media Studies,5131,48,Media Studies,144,Bachelor,113,1,2,United Kingdom
193814413,Contemporary Media Studies,5131,48,Media Studies,144,Bachelor,113,1,3,Australia
193915211,Contemporary Music,5132,7,Music,152,Bachelor,28,1,1,USA
10589313214,Contemporary Religious Studies,5133,66,Law,313,Master,27,2,14,Canada
10589175514,Contemporary Religious Studies,5133,31,Theology,175,Doctorate,102,5,14,Canada
10485245514,Contemporary Social Issues,5134,40,Philosophy,245,Doctorate,97,5,14,Canada
310324911,Contemporary Studies,5135,57,Social Studies,249,Bachelor,64,1,1,USA
310324913,Contemporary Studies,5135,57,Social Studies,249,Bachelor,64,1,3,Australia
1804515211,Contemporary Urban and Popular Music,5136,67,Music,152,Bachelor,28,1,1,USA
307632421,Continuing and Global Education,5137,307,Education,324,Master,55,2,1,USA
1535632512,Contour Fashion,5138,43,Fashion Design,325,Bachelor,76,1,2,United Kingdom
153435612,Contour Fashion (Communication),5139,301,Communication Studies,56,Bachelor,7,1,2,United Kingdom
577134121,Contract Management,5140,109,Management,341,Master,5,2,1,USA
378231011,Control and Instrumentation Engineering,5141,82,Engineering,310,Bachelor,11,1,1,USA
378231022,Control and Instrumentation Engineering,5141,82,Engineering,310,Master,11,2,2,United Kingdom
1660231022,Control and Systems Engineering,5142,83,Engineering,310,Master,11,2,2,United Kingdom
796031021,Control Engineering,5143,84,Engineering,310,Master,11,2,1,USA
796031022,Control Engineering,5143,84,Engineering,310,Master,11,2,2,United Kingdom
122217525,"Control, Microsystems, Microelectronics",5144,47,Electrical and Electronics Engineering,75,Master,9,2,5,Germany
201314411,Converged Broadcast Media,5145,222,Media Studies,144,Bachelor,113,1,1,USA
73721311,Convergence Journalism,5146,22,Journalism,13,Bachelor,60,1,1,USA
580414411,Convergent Media,5147,223,Media Studies,144,Bachelor,113,1,1,USA
306431011,Cooperative Engineering,5148,85,Engineering,310,Bachelor,11,1,1,USA
301732411,Coordinate Elementary Education,5149,308,Education,324,Bachelor,55,1,1,USA
301133711,Coordinated Program in Dietetics,5150,170,Sciences,337,Bachelor,33,1,1,USA
953330912,Cordwainers Fashion Bags and Accessories: Product Design and Innovation,5151,57,Design,309,Bachelor,94,1,2,United Kingdom
953430912,Cordwainers Footwear: Product Design and Innovation,5152,58,Design,309,Bachelor,94,1,2,United Kingdom
170532411,Core Subjects Early Childhood through Grade 6 with Teacher Certification,5153,309,Education,324,Bachelor,55,1,1,USA
405831921,Cornell Tech,5154,680,Business,319,Master,1,2,1,USA
230731921,Corporate,5155,681,Business,319,Master,1,2,1,USA
1315331928,Corporate Administration,5156,682,Business,319,Master,1,2,8,Malaysia
1418117722,Corporate and Financial Risk Management,5157,15,Risk Management,177,Master,77,2,2,United Kingdom
219633711,Corporate and Homeland Security,5158,171,Sciences,337,Bachelor,33,1,1,USA
1574213622,Corporate and Marketing Communications,5159,18,Marketing,136,Master,80,2,2,United Kingdom
175205611,Corporate and Organizational Communication,5160,302,Communication Studies,56,Bachelor,7,1,1,USA
985031915,Corporate and Personnel Management,5161,683,Business,319,Bachelor,1,1,5,Germany
81635621,Corporate and Public Communication,5162,303,Communication Studies,56,Master,7,2,1,USA
1666734122,Corporate Brand Management,5163,110,Management,341,Master,5,2,2,United Kingdom
32975611,Corporate Communication,5164,56,Communication Studies,56,Bachelor,7,1,1,USA
32975621,Corporate Communication,5164,56,Communication Studies,56,Master,7,2,1,USA
32975625,Corporate Communication,5164,56,Communication Studies,56,Master,7,2,5,Germany
329756114,Corporate Communication,5164,56,Communication Studies,56,Bachelor,7,1,14,Canada
32975618,Corporate Communication,5164,56,Communication Studies,56,Bachelor,7,1,8,Malaysia
32975628,Corporate Communication,5164,56,Communication Studies,56,Master,7,2,8,Malaysia
32975622,Corporate Communication,5164,56,Communication Studies,56,Master,7,2,2,United Kingdom
1531613622,"Corporate Communications, Marketing and Public Relations",5165,87,Marketing,136,Master,80,2,2,United Kingdom
1168231123,Corporate Environmental and Sustainability Management,5166,141,Environmental Studies,311,Master,40,2,3,Australia
1275931126,Corporate Environmental Governance,5167,142,Environmental Studies,311,Master,40,2,6,Hong Kong
1502131122,Corporate Environmental Management,5168,143,Environmental Studies,311,Master,40,2,2,United Kingdom
1204531913,Corporate Environmental Management (Major),5169,684,Business,319,Bachelor,1,1,3,Australia
152931921,Corporate Finance,5170,685,Business,319,Master,1,2,1,USA
152931911,Corporate Finance,5170,685,Business,319,Bachelor,1,1,1,USA
152932711,Corporate Finance,5170,148,Finance,327,Bachelor,34,1,1,USA
152932722,Corporate Finance,5170,148,Finance,327,Master,34,2,2,United Kingdom
152932724,Corporate Finance,5170,148,Finance,327,Master,34,2,4,France
152932713,Corporate Finance,5170,148,Finance,327,Bachelor,34,1,3,Australia
152932726,Corporate Finance,5170,148,Finance,327,Master,34,2,6,Hong Kong
152932727,Corporate Finance,5170,148,Finance,327,Master,34,2,7,Ireland
152932729,Corporate Finance,5170,148,Finance,327,Master,34,2,9,Netherlands
860132711,Corporate Finance and Accounting,5171,41,Finance,327,Bachelor,34,1,1,USA
1781431921,Corporate Finance Concentration,5172,686,Business,319,Master,1,2,1,USA
975234125,Corporate Financial Management,5173,111,Management,341,Master,5,2,5,Germany
564932711,Corporate Fitness,5174,42,Finance,327,Bachelor,34,1,1,USA
1567131922,Corporate Governance (Fast Track for ICSA Graduates),5175,687,Business,319,Master,1,2,2,United Kingdom
1180233013,Corporate Information Management,5176,11,Information Studies,330,Bachelor,81,1,3,Australia
889631921,Corporate Innovation,5177,688,Business,319,Master,1,2,1,USA
84537911,Corporate Innovation and Entrepreneurship,5178,21,Entrepreneurship,79,Bachelor,39,1,1,USA
1162531323,Corporate Law,5179,67,Law,313,Master,27,2,3,Australia
1162531343,Corporate Law,5179,67,Law,313,Graduate Certificate/Graduate Diploma,27,4,3,Australia
1162531326,Corporate Law,5179,67,Law,313,Master,27,2,6,Hong Kong
1162531317,Corporate Law,5179,67,Law,313,Bachelor,27,1,7,Ireland
1162531328,Corporate Law,5179,67,Law,313,Master,27,2,8,Malaysia
1162531322,Corporate Law,5179,67,Law,313,Master,27,2,2,United Kingdom
1162531321,Corporate Law,5179,67,Law,313,Master,27,2,1,USA
1308831928,Corporate Management,5180,689,Business,319,Master,1,2,8,Malaysia
1548530322,Corporate Responsibility and Sustainability,5181,47,Sustainable Studies,303,Master,90,2,2,United Kingdom
1765724911,Corporate Security,5182,147,Social Studies,249,Bachelor,64,1,1,USA
10691350214,Corporate Social and Environmental Responsibility,5183,129,Business Management,350,Master,7,2,14,Canada
1019231924,Corporate Strategy,5184,690,Business,319,Master,1,2,4,France
1180730323,Corporate Sustainability,5185,48,Sustainable Studies,303,Master,90,2,3,Australia
1668531122,Corporate Sustainability and Environmental Management,5186,144,Environmental Studies,311,Master,40,2,2,United Kingdom
453333711,Corrections,5187,172,Sciences,337,Bachelor,33,1,1,USA
453324911,Corrections,5187,291,Social Studies,249,Bachelor,64,1,1,USA
173931511,"Corrections, Probation, Parole and Offender Rehabilitation",5188,89,Medicine,315,Bachelor,16,1,1,USA
913915215,Correpetition,5189,68,Music,152,Bachelor,28,1,5,Germany
1607223322,Corrosion Control Engineering,5190,4,Instrumentation and Control Engineering,233,Master,14,2,2,United Kingdom
1678031011,Corrosion Engineering,5191,86,Engineering,310,Bachelor,11,1,1,USA
952133712,Cosmetic Science,5192,93,Sciences,337,Bachelor,33,1,2,United Kingdom
9521337314,Cosmetic Science,5192,93,Sciences,337,Certificate/Diploma,33,3,14,Canada
827430911,Cosmetic Science and Formulation Design,5193,59,Design,309,Bachelor,94,1,1,USA
